pdf,page,category,confidence,text
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,23,electrical_wiring,0.5714,"(C): it is the interface from the user and the units. It is always connected to the motherboard, and it can be bypassed by other control systems as MODBUS and CANBUS. 9.1.2 ELECTRICAL GROUNDING WARNING Failure to properly ground the unit can result in injury or death. All units must be effectively grounded to minimize the hazard of electric shock and personal injury. This should be done by connecting a ground wire to the ground inside the electric box. Ground any given unit as indicated by the wiring diagram that comes with it. UNIT 1 UNIT 4 UNIT 2 UNIT 3 C B4 B3 B2 B1 A"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,24,alarms_controls,1.0,Fancoil AH Series Manual Pag. 24 of 44 Rev. 20210428 9.1.2 MOTHERBOARD BOX (COD.ACFC0COM001) CONNECTIONS: It is essential for the functioning of the machines. Each unit must be connected by the motherboard. Here below the connection’s scheme: 9.1.3 Dipswitch: The dipswitch located on motherboard allows activation or deactivation of the fans to be managed and it allows to choose the external sensor utilization mode (see Dipswitch table). 485 = MODBUS CONNECTION PORT; CAN = CANBUS CONNECTION PORT; CON = DRY CONTACT; EP = EXTERNAL SENSOR (AIR PROBE) DO = DIGITAL OUTPUT Dipswitch OFF ON 1 Fan 1 disable enable 2 Fan 2 disable enable 3 Fan 3 disable enable 4 Fan 4 disable enable 5 External sensor single multi 6 Reserved IMPORTANT: Standard Motherboard box is IP55. This IP rating is only guaranteed if the cables pass through the flexible
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,24,maintenance_service,1.0,cable glands by a rigid steath or pipe. By inserting free wires this IP rating cannot be guaranteed. In this case please contact our Customer Service for a custom solution.
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,25,electrical_wiring,1.0,"Fancoil AH Series Manual Pag. 25 of 44 Rev. 20210428 9.1.4 CONNECTION BOX FOR SINGLE FAN UNITS (AH1, AH3, AH5) Electrical connection to the unit must be done through the connection box. For single fan versions (AH1,AH3,AH5) is the one shown below: If the unit is UNIT 1 connect on motherboard L1, N1, PE1, VDC1, GND1, VSP1, FG1, V1, EP1*, HEATER (if available); If the unit is UNIT 2 connect on motherboard L2, N2, PE2, VDC2, GND1, VSP2, FG2, V2, EP2*, HEATER (if available); If the unit is UNIT 3 connect on motherboard L3, N3, PE3, VDC3, GND1, VSP3, FG3, V3, EP3*, HEATER (if available); If the unit is UNIT 4 connect on motherboard L4, N4, PE4, VDC1, GND4, VSP4, FG4, V4, EP4*, HEATER (if available); Remember to enable the fan requested by dipswitch on motherboard (n°1/2/3/4) see paragraph 9.1.3."
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,26,alarms_controls,0.8,"Fancoil AH Series Manual Pag. 26 of 44 Rev. 20210428 9.1.5 CONNECTION BOX FOR DOUBLE FAN UNITS (AH7, AH9) Electrical connection to the unit must be done through the connection box. For double fan versions (AH7,AH9) is the one shown below: With this version is NOT possible connect more than 2 units to the motherboard. In this version the dipswitch 1 and 2 on motherboard must switched ON. It is basic the right temperature sensor management (see paragraph 9.1.6): it is possible to choose between - Display internal sensor; - Single external sensor (by motherboard); - 4 external sensors (by units): in this case probes 1 -2 must be positioned together on fancoil 1 and probes 3 -4 together on fancoil 2"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,27,alarms_controls,0.7143,"Fancoil AH Series Manual Pag. 27 of 44 Rev. 20210428 9.1.6 EXTERNAL TEMPERATURE SENSOR (AIR PROBE) MANAGEMENT: WARNING this operation must be performed from qualified personal; Please make sure before performing any operation that there is no electric current in the circuit. There will be 3 possible ambient temperature management: • Display internal sensor: room temperature is given by a display internal sensor, all the units will be driven according to internal sensor. The air temperature is then measured in only one point of the room for all units installed. Be careful not to position the display near heat sources or in areas particulary exposed in direct sunlight or in the supply-air stream. The display must be put somewhere that it can measure the average room temperature. Mount the display mid- height of the cabin on an inside wall where"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,27,alarms_controls,0.6667,"it can measure freely circulating air. If internal sensor has a failure E5 is displayed, the units go into emergency running that consisting in: all the 3-way valves open, all fans goes automatically in manual mode at low speed with the possibility for the user to change the speed. • External sensor by motherboard box (standard solution): (Centralized external sensor): only one sensor (EP1) is connected and dipswitch 5 is in OFF position. The air temperature is then measured in only one point of the room for all units installed. Be careful not to position the air temperature probe near heat sources or in areas particulary exposed to solar radiation. Our suggestion is to search an area in the room with average conditions compared to the installed fancoil units. Room temperature is given by external sensor connected directly to the"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,27,alarms_controls,0.6,"motherboard EP1, all the units will be driven according to this sensor. If external sensor has a failure, E1 will be displayed and the unit will go automatically into emergency running. (see above). • External sensor by units: (more than 1 external sensors installed and dip switch 5 is in ON position): each external sensor (if activated via dip switch and external sensor is selected on display) detects the air temperature of the unit on which it is installed. In case of set point reached by one sensor, the corresponding 3-way valve will be closed and heating resistance will be deactivated (contact open). For all the fan coils, the fan keeps on running even if FanOFF=ON selected on display (see paragraph 9.2.6), in this case it should stop. If one sensor has a failure the corresponding E1, E2, E3, or"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,27,alarms_controls,0.875,"E4 alarm is displayed and the corresponding valve, fan and heating resistance are put in OFF position. In this configuration, when in the installation there are one or more double fan models (AH7 or AH9) the dipswitch 5 must be in OFF position. The user can always decide to change the sensor setting to internal sensor through the SETTINGS menu of the touch screen display (see paragraph 9.2.4). External sensor EP1 Dipswitch 5 OFF"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,28,alarms_controls,0.5556,"Fancoil AH Series Manual Pag. 28 of 44 Rev. 20210428 In order to operating with external sensor by units it is necessary to follow the steps below: 1. Remove the External sensor from the EP1 contact of the motherboard; 2. Connect Ep1 with EPx of UNIT1 connection box (from below of terminal block); do the same with EP2, Ep3 and EP4 if there are matching units; 3. Switch ON the dipswitch 5; 4. Install an external sensor in the terminal block Epx of the unit (from above); 5. Take out the sensor from the connection box and fix it with a clamp on the special coupling (for single fan models) or with the appropriate probe holder (for double fan models) in front of the unit’s air intake; 6. Check carefully the right connection and the safe locking of the wires;"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,28,alarms_controls,1.0,Dipswitch 5 ON EP1 connect to EPx of UNIT 1 connection box EP2 connect to EPx of UNIT 2 connection box EP3 connect to EPx of UNIT 3 connection box EP4 connect to EPx of UNIT 4 connection box Clamp Probe holder Single fan models Double fan models EPx connected to the motherboard Epx connected to the motherboard
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,29,alarms_controls,0.7778,"Fancoil AH Series Manual Pag. 29 of 44 Rev. 20210428 9.2.0 DISPLAY TOUCH SCREEN 9.2.1 DISPLAY’S INSTALLATION The display must be put somewhere that it can measure the average room temperature. Mount the display mid-height (1.5m from the floor of the cabin ) on an inside wall where it can measure freely circulating air. Never mount a display in direct sunlight or in the supply- air stream, away from doors and/or windows and from heat sources around; then proceed with the following operations: - drill holes in the wall (for in-built box 504 or rectangular min. dimension 93mm x 50mm); - pass the cable from machine throw the wall and exit from the in-built box (or rectangular hole); - connect the cable in the connector placed in rear side of display; - fix the display (from Bticino or Vimar support)"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,29,alarms_controls,0.6667,to the wall using suitable screws; - place the aesthetic cover Bticino or Vimar upside the support and around the display; wall-mounted touch- screen display Fixing screws Wall Hole for in-built box 405 or rectangular hole 93x50mm Aesthetic cover
